iter	Passed	Remaining
751	1164	383
752	1165	382
753	1166	380
754	1168	379
755	1169	377
756	1171	375
757	1172	374
758	1173	372
759	1175	371
760	1176	369
761	1178	367
762	1179	366
763	1180	364
764	1182	363
765	1183	361
766	1185	360
767	1186	358
768	1188	356
769	1189	355
770	1190	353
771	1191	351
772	1193	350
773	1194	348
774	1195	347
775	1197	345
776	1198	344
777	1200	342
778	1201	340
779	1202	339
780	1204	337
781	1205	336
782	1206	334
783	1208	332
784	1209	331
785	1210	329
786	1212	328
787	1213	326
788	1214	324
789	1216	323
790	1217	321
791	1218	320
792	1220	318
793	1221	316
794	1222	315
795	1224	313
796	1225	312
797	1226	310
798	1228	308
799	1229	307
800	1230	305
801	1231	304
802	1233	302
803	1234	300
804	1235	299
805	1236	297
806	1238	296
807	1239	294
808	1240	292
809	1241	291
810	1242	289
811	1244	288
812	1245	286
813	1246	284
814	1247	283
815	1249	281
816	1250	280
817	1251	278
818	1252	276
819	1254	275
820	1255	273
821	1256	272
822	1257	270
823	1259	268
824	1260	267
825	1261	265
826	1262	264
827	1264	262
828	1265	260
829	1266	259
830	1267	257
831	1268	256
832	1270	254
833	1271	253
834	1272	251
835	1274	249
836	1275	248
837	1276	246
838	1277	245
839	1279	243
840	1280	242
841	1281	240
842	1282	238
843	1283	237
844	1285	235
845	1286	234
846	1287	232
847	1288	231
848	1290	229
849	1291	227
850	1292	226
851	1294	224
852	1295	223
853	1296	221
854	1297	220
855	1299	218
856	1299	216
857	1301	215
858	1302	213
859	1303	212
860	1305	210
861	1306	209
862	1307	207
863	1309	206
864	1310	204
865	1311	202
866	1312	201
867	1314	199
868	1315	198
869	1317	196
870	1318	195
871	1319	193
872	1321	192
873	1322	190
874	1323	189
875	1325	187
876	1327	186
877	1328	184
878	1329	183
879	1331	181
880	1332	180
881	1334	178
882	1335	176
883	1336	175
884	1338	173
885	1339	172
886	1341	170
887	1342	169
888	1344	167
889	1345	166
890	1346	164
891	1348	163
892	1349	161
893	1351	160
894	1353	158
895	1354	157
896	1356	155
897	1357	154
898	1358	152
899	1359	151
900	1361	149
901	1363	148
902	1364	146
903	1366	145
904	1368	143
905	1369	142
906	1370	140
907	1372	139
908	1373	137
909	1374	135
910	1376	134
911	1378	133
912	1380	131
913	1381	130
914	1383	128
915	1384	126
916	1385	125
917	1387	123
918	1388	122
919	1390	120
920	1391	119
921	1393	117
922	1394	116
923	1395	114
924	1396	113
925	1398	111
926	1399	110
927	1400	108
928	1401	107
929	1402	105
930	1404	104
931	1405	102
932	1406	101
933	1407	99
934	1409	97
935	1410	96
936	1411	94
937	1412	93
938	1414	91
939	1415	90
940	1416	88
941	1417	87
942	1419	85
943	1420	84
944	1421	82
945	1422	81
946	1423	79
947	1425	78
948	1426	76
949	1427	75
950	1428	73
951	1430	72
952	1431	70
953	1432	69
954	1433	67
955	1435	66
956	1436	64
957	1437	63
958	1438	61
959	1439	59
960	1441	58
961	1442	56
962	1443	55
963	1444	53
964	1446	52
965	1447	50
966	1448	49
967	1449	47
968	1450	46
969	1452	44
970	1453	43
971	1455	41
972	1456	40
973	1457	38
974	1459	37
975	1460	35
976	1461	34
977	1462	32
978	1464	31
979	1465	29
980	1466	28
981	1467	26
982	1469	25
983	1470	23
984	1471	22
985	1472	20
986	1474	19
987	1475	17
988	1476	16
989	1477	14
990	1479	13
991	1480	11
992	1481	10
993	1483	8
994	1484	7
995	1486	5
996	1487	4
997	1489	2
998	1490	1
999	1491	0
